movie_title,pacing_efficiency,originality,family_friendly,plot_quality_rating,plot_quality_reasons_for_liking,plot_quality_reasons_for_disliking,dialogues,end_feeling_emotional_adjective,end_feeling_ending_rating,end_feeling_structural_adjective,immersive,impactful,overall_feeling,visuals,visual_effects,sound_audio_balance_issue,sound_bgm_quality,sound_song_tracks_quality,performance_of_actors,connected,references_contained,cognitive_requirement,technical_knowledge_required,photosensitivity_warnings,animal_harm,trailer_or_spoiler
The Boy in the Striped Pyjamas,3,3,2,3,"['strong_pacing', 'unpredictable']","['plot_holes', 'cliche']",3,sad,4,earned,4,4,3,3,3,False,3,3,4,1,1,3,1,1,1,4
Once,3,4,3,3,"['strong_pacing', 'tight_structure']",['predictable'],5,bittersweet,4,earned,5,5,4,3,1,False,5,5,5,1,1,2,1,1,1,3
The Hobbit: An Unexpected Journey,1,2,3,2,[],"['plot_holes', 'predictable', 'narrative_inconsistency']",2,neutral,2,abrupt,3,2,2,3,3,False,4,4,4,5,5,2,1,2,1,3
Auf der anderen Seite,3,4,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,4,3,False,4,4,5,1,4,4,1,1,1,3
Atonement,3,4,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",['narrative_inconsistency'],4,bittersweet,4,earned,4,5,4,5,4,False,5,3,5,1,1,4,1,1,1,3
Drive,3,4,1,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,5,4,5,4,False,5,5,5,1,3,3,1,3,1,2
American Gangster,3,3,1,4,"['strong_pacing', 'tight_structure']",['predictable'],4,bittersweet,4,earned,4,4,4,4,4,False,4,4,5,1,2,3,1,1,1,3
Avatar,3,2,3,2,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",2,bittersweet,4,satisfying,5,5,4,5,5,False,4,3,3,1,1,2,1,3,3,3
Mr. Nobody,3,5,2,4,"['unpredictable', 'plot_twists', 'tight_structure']",['narrative_inconsistency'],4,bittersweet,4,earned,5,5,4,5,4,False,5,4,4,1,2,5,2,1,1,4
Apocalypto,5,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",['cliche'],4,bittersweet,4,ambiguous,5,5,4,5,4,False,4,4,4,1,1,3,1,3,4,3
Little Miss Sunshine,3,4,2,4,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",5,bittersweet,4,earned,4,4,4,3,3,False,5,5,5,1,1,3,1,1,1,3
Hot Fuzz,5,5,1,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,energized,5,satisfying,5,5,5,5,4,False,5,5,5,3,5,4,1,2,1,3
The Curious Case of Benjamin Button,3,5,3,4,"['unpredictable', 'tight_structure']",['predictable'],3,bittersweet,4,earned,4,4,4,5,5,False,4,4,4,1,1,2,1,1,1,3
Veer-Zaara,2,3,5,3,['tight_structure'],"['predictable', 'cliche']",4,bittersweet,4,earned,4,5,4,5,3,False,5,5,5,1,1,2,1,1,1,3
Adams æbler,3,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,bittersweet,4,earned,4,5,4,3,3,False,3,3,5,1,1,4,1,1,3,4
Pride & Prejudice,3,2,4,5,"['strong_pacing', 'tight_structure']",[],5,happy,5,earned,4,5,4,5,3,False,5,5,5,1,2,2,1,1,1,3
The World's Fastest Indian,3,4,4,4,"['strong_pacing', 'tight_structure']",['predictable'],4,energized,5,satisfying,4,4,4,4,3,False,4,4,5,1,2,2,2,1,1,3
Tôkyô goddofâzâzu,4,5,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,happy,4,earned,4,4,4,4,4,False,4,3,4,1,2,3,1,1,1,3
Serenity,2,3,1,1,['unpredictable'],"['plot_holes', 'narrative_inconsistency']",2,disappointed,1,abrupt,1,1,1,3,3,False,3,3,2,1,1,3,1,1,1,3
Walk the Line,3,3,2,4,"['strong_pacing', 'tight_structure']",['predictable'],4,bittersweet,4,earned,4,4,4,3,3,False,4,5,5,1,1,2,1,1,1,3
Ondskan,4,4,1,5,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,5,5,4,3,False,4,3,5,3,2,3,1,1,1,3
The Notebook,3,2,3,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",4,bittersweet,4,earned,4,5,4,3,3,False,4,3,5,1,1,1,1,1,1,3
Diarios de motocicleta,3,3,3,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,5,3,False,5,4,5,4,5,3,1,1,1,3
Lilja 4-ever,3,4,1,4,"['strong_pacing', 'tight_structure']",[],4,sad,4,earned,5,5,4,4,3,False,4,4,5,1,1,4,1,1,1,3
Les triplettes de Belleville,3,5,3,4,"['strong_pacing', 'tight_structure']",[],1,bittersweet,4,earned,5,5,4,5,5,False,5,5,3,1,2,3,1,1,2,3
Gongdong gyeongbi guyeok JSA,3,5,2,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,4,3,False,4,3,5,1,2,4,2,1,1,3
The Count of Monte Cristo,4,2,3,4,"['plot_twists', 'tight_structure']",['predictable'],4,bittersweet,4,satisfying,4,3,4,4,3,False,5,4,4,1,1,3,1,1,2,3
Waking Life,3,5,2,4,"['unpredictable', 'tight_structure']",[],5,neutral,4,ambiguous,5,5,4,5,5,False,4,4,4,1,5,5,3,3,1,1
Remember the Titans,4,3,4,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,4,5,4,3,3,False,4,4,5,1,3,3,1,1,1,3
Wo hu cang long,3,5,4,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,5,5,5,5,False,5,5,5,3,4,3,1,1,1,3
Todo sobre mi madre,4,5,1,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,satisfying,5,5,5,5,4,False,5,5,5,3,4,4,1,1,1,3
Cast Away,3,4,3,4,"['strong_pacing', 'tight_structure', 'unpredictable']",[],4,bittersweet,4,earned,5,5,4,4,3,False,4,3,5,1,1,3,1,1,1,3
The Boondock Saints,3,4,1,2,"['unpredictable', 'strong_pacing']","['plot_holes', 'predictable']",4,neutral,3,ambiguous,3,3,3,3,3,False,4,4,4,1,2,2,1,2,1,3
The Insider,3,4,1,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,5,5,4,4,3,False,4,4,5,1,1,4,3,1,1,3
October Sky,4,3,5,4,"['strong_pacing', 'tight_structure']",['predictable'],4,energized,5,earned,4,4,4,3,3,False,4,3,4,1,1,2,1,1,1,3
Shrek,4,5,5,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,happy,5,satisfying,4,5,5,4,4,False,4,5,5,4,5,2,1,1,1,1
Titanic,3,3,2,4,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",3,bittersweet,4,satisfying,4,5,4,5,5,False,5,5,4,1,1,2,1,2,1,3
Hana-bi,3,5,1,4,"['strong_pacing', 'tight_structure', 'unpredictable']",[],3,bittersweet,5,earned,5,5,5,5,3,False,5,3,4,1,1,3,1,1,1,5
Gattaca,3,4,2,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,5,4,False,5,4,4,1,2,4,2,1,1,3
The Game,5,4,1,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",['narrative_inconsistency'],4,energized,3,satisfying,5,4,4,4,4,False,4,4,4,1,1,4,1,1,1,5
Breaking the Waves,3,5,1,4,"['unpredictable', 'tight_structure']","['cliche', 'narrative_inconsistency']",4,bittersweet,4,earned,5,5,4,4,1,False,4,5,5,1,1,4,1,1,1,4
Ed Wood,3,5,2,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,5,4,4,5,3,False,4,3,5,1,3,3,2,1,1,1
What's Eating Gilbert Grape,3,4,2,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,3,3,False,4,3,5,1,1,3,1,1,1,3
Tombstone,4,3,2,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,satisfying,4,4,4,4,3,False,4,3,5,1,2,2,1,1,2,3
The Sandlot,3,3,5,4,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",5,bittersweet,4,satisfying,4,5,4,3,3,False,4,4,4,1,2,1,1,1,1,3
The Remains of the Day,3,4,3,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,4,4,5,3,False,4,3,5,1,2,4,1,1,1,3
Naked,2,2,1,2,[],"['predictable', 'cliche']",2,neutral,2,rushed,2,1,2,3,3,False,2,2,2,1,2,1,1,1,1,2
The Fugitive,5,3,2,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,happy,4,earned,4,4,4,3,3,False,4,3,5,1,1,2,1,1,1,3
A Bronx Tale,3,4,1,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,5,5,4,3,3,False,4,5,5,1,4,3,1,1,1,2
Batman: Mask of the Phantasm,4,4,3,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,5,4,False,5,5,5,5,3,4,1,1,1,1
Lat sau san taam,5,4,1,3,['strong_pacing'],['predictable'],3,energized,4,satisfying,4,5,4,5,4,False,4,3,5,3,2,2,1,4,1,3
Night on Earth,3,5,1,3,"['tight_structure', 'strong_pacing']",[],5,bittersweet,4,earned,4,4,4,3,3,False,4,4,5,1,1,3,1,1,1,1
La double vie de Véronique,3,5,2,4,"['unpredictable', 'tight_structure']",[],4,bittersweet,4,earned,5,5,5,5,4,False,5,5,5,1,1,4,1,1,1,1
Boyz n the Hood,4,4,1,4,"['strong_pacing', 'tight_structure']",['predictable'],5,bittersweet,4,earned,5,5,4,4,3,False,4,5,5,1,1,2,1,1,1,2
Misery,4,5,1,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,energized,4,earned,5,5,5,4,4,False,4,3,5,1,1,3,1,1,1,2
Awakenings,3,3,4,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,3,3,False,4,3,5,1,1,3,2,1,1,2
Majo no takkyûbin,4,4,5,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,4,4,5,5,False,5,4,4,1,1,1,1,1,1,2
Glory,3,4,2,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,5,earned,4,5,4,4,3,False,5,3,5,1,1,2,1,1,2,1
Dip huet seung hung,5,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,5,earned,5,5,5,5,4,False,4,4,5,1,1,1,1,2,1,1
Back to the Future Part II,4,4,4,3,"['unpredictable', 'plot_twists', 'strong_pacing']","['plot_holes', 'narrative_inconsistency']",4,energized,4,abrupt,4,4,3,4,4,False,4,3,4,5,3,3,1,1,1,2
Mississippi Burning,3,3,1,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,4,4,False,4,4,5,1,1,3,1,1,1,2
Predator,4,4,1,3,"['strong_pacing', 'tight_structure']",[],3,energized,4,earned,4,4,4,3,4,False,5,1,3,1,1,2,1,2,2,2
Evil Dead II,5,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,energized,5,abrupt,5,5,5,5,4,False,4,4,5,4,1,1,1,2,2,1
Ferris Bueller's Day Off,4,4,4,3,"['strong_pacing', 'tight_structure']",[],4,happy,4,satisfying,3,4,4,3,4,False,3,5,5,1,2,1,1,1,1,2
Down by Law,3,5,1,3,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,5,5,4,5,5,False,4,5,5,1,1,3,1,1,1,1
The Goonies,4,4,5,3,"['unpredictable', 'strong_pacing']","['plot_holes', 'cliche']",4,happy,4,satisfying,4,5,4,3,3,False,4,5,4,1,2,1,1,1,1,2
The Color Purple,2,1,1,3,"['strong_pacing', 'tight_structure']","['narrative_inconsistency', 'cliche']",3,bittersweet,3,earned,3,3,3,4,4,False,4,5,5,1,1,2,1,1,1,2
The Breakfast Club,3,5,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,4,5,4,3,3,False,4,5,5,1,1,2,1,1,1,1
The Killing Fields,4,5,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,5,earned,5,5,5,5,4,False,5,4,5,1,1,3,1,1,2,1
Ghostbusters,4,5,3,4,"['strong_pacing', 'tight_structure']",[],5,happy,4,satisfying,4,5,4,3,3,False,5,5,5,1,2,1,1,2,1,1
The Right Stuff,3,4,3,4,"['strong_pacing', 'tight_structure']",[],4,energized,4,earned,5,5,4,5,5,False,5,5,5,1,1,3,2,1,1,1
The King of Comedy,3,5,1,4,"['unpredictable', 'tight_structure']",[],4,neutral,4,earned,4,5,4,3,3,False,4,4,5,1,1,3,1,1,1,2
E.T. the Extra-Terrestrial,3,5,5,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,5,earned,5,5,5,4,4,False,5,5,4,5,1,2,1,1,1,2
Kramer vs. Kramer,3,4,2,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,4,5,4,3,1,False,4,3,5,1,1,3,1,1,1,3
Days of Heaven,3,4,2,3,"['strong_pacing', 'tight_structure']",['predictable'],3,bittersweet,4,earned,5,5,4,5,4,False,5,5,4,1,1,4,2,1,1,2
The Outlaw Josey Wales,3,4,2,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,4,5,4,4,3,False,4,3,5,1,2,2,1,1,2,3
The Man Who Would Be King,4,4,3,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,4,5,4,False,4,4,5,1,2,3,1,1,1,3
The Conversation,3,5,1,5,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,sad,5,earned,5,5,5,4,3,False,4,3,5,3,3,4,3,1,1,5
La planète sauvage,3,5,2,4,"['unpredictable', 'tight_structure']",[],4,bittersweet,4,earned,5,5,4,5,5,False,5,4,4,1,5,4,2,1,1,3
The Day of the Jackal,3,4,2,5,"['strong_pacing', 'tight_structure', 'unpredictable']",[],4,neutral,5,earned,5,5,5,4,3,False,4,3,5,1,4,4,2,1,1,3
Badlands,3,5,1,4,"['strong_pacing', 'tight_structure']",[],4,neutral,4,earned,5,5,5,5,4,False,4,4,5,1,1,3,1,1,2,3
Cabaret,3,4,1,4,"['tight_structure', 'unpredictable']",[],4,bittersweet,5,earned,4,5,4,5,4,False,5,5,5,1,4,4,1,1,1,3
Willy Wonka & the Chocolate Factory,3,4,3,3,"['tight_structure', 'unpredictable']",['predictable'],4,bittersweet,4,earned,4,5,4,4,3,False,4,5,5,1,1,2,1,2,1,3
Midnight Cowboy,3,5,1,4,"['unpredictable', 'tight_structure']",[],4,bittersweet,5,earned,4,5,4,4,3,False,5,5,5,1,1,4,1,1,1,3
Wait Until Dark,4,5,2,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,energized,5,satisfying,5,5,5,4,3,False,4,3,5,1,1,3,1,4,1,5
Guess Who's Coming to Dinner,3,5,4,4,['tight_structure'],[],5,happy,4,earned,4,5,4,3,1,False,3,1,5,1,1,4,1,1,1,3
Bonnie and Clyde,4,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,5,earned,4,5,5,4,4,False,4,4,5,1,1,3,1,2,1,1
My Fair Lady,3,3,4,4,"['strong_pacing', 'tight_structure']",['predictable'],5,bittersweet,4,earned,4,5,4,5,4,False,5,5,5,1,1,2,1,1,1,3
Mary Poppins,3,5,5,3,"['strong_pacing', 'tight_structure']",['predictable'],4,happy,5,earned,5,5,5,5,5,False,5,5,5,1,1,1,1,1,1,1
The Longest Day,3,3,2,4,"['strong_pacing', 'tight_structure']",['predictable'],3,bittersweet,4,satisfying,4,5,4,4,4,False,4,3,4,1,2,2,1,1,3,5
Jules et Jim,3,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,sad,5,abrupt,4,5,4,5,3,False,5,5,5,1,2,4,2,1,1,4
The Innocents,3,4,1,4,"['unpredictable', 'tight_structure']",[],4,neutral,4,earned,5,4,4,5,4,False,4,3,5,1,1,3,1,1,5,2
À bout de souffle,3,5,1,3,"['unpredictable', 'strong_pacing']",['predictable'],5,sad,5,earned,3,5,4,4,1,False,4,3,5,1,3,3,2,1,1,3
Red River,4,4,3,5,"['unpredictable', 'strong_pacing', 'tight_structure']",['predictable'],4,neutral,3,rushed,4,5,4,4,3,False,4,4,5,1,3,3,1,1,2,1
Key Largo,3,3,1,4,"['strong_pacing', 'tight_structure']",[],5,energized,4,earned,4,3,4,3,2,False,3,4,5,1,1,3,1,1,1,3
To Have and Have Not,3,3,2,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",5,energized,4,satisfying,4,5,4,3,3,False,4,5,5,1,2,2,1,1,1,1
Shadow of a Doubt,3,4,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,4,3,False,4,3,5,1,1,3,1,1,1,3
Stagecoach,4,5,3,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,5,4,5,4,False,4,4,5,4,2,2,1,1,3,1
The Lady Vanishes,4,4,3,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,happy,4,satisfying,4,5,4,3,3,False,3,3,4,1,2,3,1,1,1,3
Bringing Up Baby,5,5,4,4,"['unpredictable', 'strong_pacing']",[],5,happy,5,earned,4,5,5,3,1,False,3,1,5,1,1,3,1,1,1,3
Bride of Frankenstein,3,5,2,5,"['strong_pacing', 'tight_structure']",[],4,sad,5,earned,4,5,5,5,5,False,5,4,5,5,4,3,1,1,1,3
Duck Soup,5,5,3,4,"['unpredictable', 'strong_pacing']",[],5,energized,5,satisfying,4,5,5,3,1,False,4,4,5,3,5,3,1,1,1,1
Scarface: The Shame of the Nation,5,4,1,4,"['strong_pacing', 'tight_structure']",[],4,neutral,4,earned,4,5,4,4,3,False,3,3,4,1,3,3,1,1,1,1
Frankenstein,3,5,1,4,"['tight_structure', 'unpredictable']",[],2,bittersweet,4,earned,4,5,4,5,4,False,3,1,5,1,1,2,1,1,1,3
Roma,3,5,2,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,5,5,5,5,4,False,5,5,5,1,1,3,1,1,3,1
God's Own Country,3,4,1,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,5,4,4,3,False,4,3,5,1,1,4,1,1,1,3
Deadpool 2,5,4,1,3,"['plot_twists', 'strong_pacing']","['predictable', 'narrative_inconsistency']",5,bittersweet,4,earned,3,4,4,3,4,False,4,5,5,5,5,3,1,3,1,4
Wind River,3,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,sad,4,earned,5,5,4,5,4,False,5,4,5,1,1,4,1,2,3,3
Get Out,4,5,1,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,energized,5,satisfying,5,5,5,4,4,False,5,5,5,1,3,4,1,1,1,5
Mission: Impossible - Fallout,5,4,3,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,energized,5,earned,5,5,5,5,4,False,5,4,5,5,5,3,1,3,1,3
En man som heter Ove,3,4,3,4,"['strong_pacing', 'tight_structure']",['predictable'],4,bittersweet,4,earned,4,4,4,3,3,False,4,3,5,1,1,2,1,1,1,3
What We Do in the Shadows,3,5,1,3,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,neutral,3,satisfying,4,4,4,3,3,False,4,4,5,3,4,2,1,1,1,3
Omoide no Mânî,3,2,4,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",3,happy,4,satisfying,4,2,3,5,5,False,4,4,4,1,1,1,1,1,1,3
The Theory of Everything,3,2,3,3,['tight_structure'],"['predictable', 'cliche']",4,bittersweet,3,earned,4,3,3,4,3,False,4,4,5,1,2,3,2,1,1,3
Kingsman: The Secret Service,5,4,1,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,happy,4,earned,4,4,4,4,4,False,4,5,5,3,4,2,1,3,1,4
The Fault in Our Stars,3,2,3,3,['tight_structure'],"['predictable', 'cliche']",4,bittersweet,3,earned,4,4,3,3,3,False,4,4,4,1,1,2,1,1,1,3
Me and Earl and the Dying Girl,3,4,3,4,"['tight_structure', 'unpredictable']",[],4,bittersweet,4,earned,4,4,4,4,4,False,4,4,4,1,5,3,1,1,1,3
Birdman or (The Unexpected Virtue of Ignorance),4,5,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,bittersweet,4,ambiguous,5,5,4,5,5,False,5,4,5,1,5,4,3,1,1,3
La vie d'Adèle,3,4,1,4,"['unpredictable', 'tight_structure']",[],4,bittersweet,4,earned,5,5,4,4,3,False,3,3,5,1,1,4,1,1,1,4
Kai po che!,4,3,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,4,3,False,4,4,4,3,2,3,1,1,1,3
The Broken Circle Breakdown,4,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],5,sad,5,earned,5,5,5,4,3,False,5,5,5,1,1,4,1,1,1,3
Captain America: The Winter Soldier,5,4,3,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,satisfying,4,5,4,4,4,False,4,3,4,5,4,3,1,2,1,3
Rockstar,2,4,3,3,['unpredictable'],"['plot_holes', 'narrative_inconsistency']",4,bittersweet,3,ambiguous,5,5,4,4,3,False,5,5,4,1,2,3,1,1,1,3
Nebraska,3,4,3,4,"['strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,5,3,False,4,3,5,1,1,3,1,1,1,3
Wreck-It Ralph,4,4,5,4,"['strong_pacing', 'tight_structure']",['predictable'],4,happy,4,earned,5,3,4,5,5,False,4,4,5,4,5,2,1,2,1,4
Le Petit Prince,3,4,4,3,"['strong_pacing', 'tight_structure']","['predictable', 'cliche']",3,bittersweet,4,earned,4,4,4,5,5,False,4,4,4,4,5,3,1,1,1,3
Detachment,3,4,1,3,['unpredictable'],['narrative_inconsistency'],4,bittersweet,4,earned,4,5,4,4,3,False,4,3,5,1,3,4,1,1,1,3
Midnight in Paris,3,4,3,4,"['strong_pacing', 'tight_structure']",[],5,bittersweet,4,earned,5,3,4,5,4,False,4,4,4,4,5,3,1,1,1,3
The Lego Movie,5,5,5,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,5,5,False,4,5,5,4,5,3,1,1,1,1
Gravity,5,4,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,energized,5,earned,5,5,5,5,5,False,5,4,5,1,1,3,2,4,1,5
Star Trek Into Darkness,4,2,3,2,['strong_pacing'],"['plot_holes', 'predictable', 'narrative_inconsistency']",3,neutral,2,rushed,3,2,3,4,4,False,4,4,4,5,5,2,2,3,1,4
Beasts of No Nation,3,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,5,5,4,5,4,False,4,3,5,1,1,4,1,1,1,3
The Social Network,5,4,2,5,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],5,bittersweet,5,earned,5,5,5,4,4,False,5,4,5,3,4,4,3,1,1,5
X: First Class,4,3,3,4,"['strong_pacing', 'plot_twists', 'tight_structure']",['cliche'],4,bittersweet,4,earned,4,4,4,4,4,False,4,3,5,5,4,3,1,2,1,3
The Hangover,5,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,happy,4,satisfying,4,5,4,3,3,False,4,5,4,3,3,1,1,1,1,4
Skyfall,4,4,2,4,"['plot_twists', 'strong_pacing', 'tight_structure']",['plot_holes'],4,bittersweet,4,earned,4,4,4,5,4,False,4,5,5,4,4,3,1,1,1,3
Silver Linings Playbook,4,4,1,4,"['strong_pacing', 'tight_structure']",['predictable'],5,bittersweet,4,earned,4,4,4,3,3,False,4,4,5,1,2,3,1,1,1,3
Argo,4,4,2,4,"['unpredictable', 'plot_twists', 'strong_pacing', 'tight_structure']",[],4,energized,5,earned,4,4,4,4,3,False,4,3,4,1,3,3,1,1,1,3
(500) Days of Summer,3,4,2,4,"['unpredictable', 'plot_twists', 'tight_structure']",['predictable'],4,bittersweet,4,earned,4,4,4,4,3,False,4,5,4,1,4,3,1,1,1,3
Harry Potter and the Deathly Hallows: Part 1,2,3,2,3,"['strong_pacing', 'tight_structure']","['predictable', 'narrative_inconsistency']",3,neutral,3,ambiguous,4,3,3,4,4,False,4,4,4,5,5,4,1,2,3,4
Gake no ue no Ponyo,3,4,5,4,"['unpredictable', 'strong_pacing']",[],4,happy,4,satisfying,5,4,4,5,5,False,5,5,4,1,1,1,1,1,1,3
Frost/Nixon,3,3,2,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,energized,5,earned,4,4,4,3,3,False,4,3,5,4,5,4,3,1,1,3
Papurika,4,5,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],3,energized,4,earned,5,5,4,5,5,False,5,5,4,1,4,5,2,4,1,3
Changeling,3,3,1,4,"['tight_structure', 'strong_pacing']","['predictable', 'cliche']",3,bittersweet,3,earned,4,4,4,4,3,False,4,3,5,1,1,4,1,1,1,3
Flipped,3,3,4,4,"['tight_structure', 'strong_pacing']",['predictable'],4,happy,4,satisfying,4,3,4,4,3,False,4,4,4,4,1,1,1,1,1,3
Toki o kakeru shôjo,4,4,5,5,"['strong_pacing', 'tight_structure', 'plot_twists']",[],5,bittersweet,5,earned,5,5,5,5,4,False,5,5,5,3,3,3,1,1,1,3
Death Note: Desu nôto,4,5,2,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,energized,4,ambiguous,4,4,4,3,3,False,4,4,5,4,4,4,1,1,1,3
This Is England,3,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],5,sad,5,earned,5,5,5,4,3,False,4,5,5,4,5,2,1,1,1,3
Ex Machina,3,4,1,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,5,5,False,4,4,5,1,2,4,2,1,1,4
Efter brylluppet,3,4,2,4,"['unpredictable', 'plot_twists', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,4,3,False,4,3,5,1,1,4,1,1,1,4
The Last King of Scotland,3,4,1,4,"['unpredictable', 'plot_twists', 'strong_pacing']",[],4,sad,4,earned,4,5,4,4,3,False,4,4,5,1,2,4,1,1,1,3
Zodiac,3,4,1,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,neutral,4,earned,5,5,4,5,4,False,4,4,5,1,5,4,1,1,1,3
Lucky Number Slevin,3,3,1,3,"['plot_twists', 'tight_structure']",['narrative_inconsistency'],5,energized,4,satisfying,4,3,3,3,3,False,3,3,4,1,5,4,1,1,1,5
Joyeux Noël,3,4,3,4,"['unpredictable', 'strong_pacing', 'tight_structure']",[],4,bittersweet,4,earned,4,4,4,4,3,False,4,5,4,4,2,3,1,1,2,3
Control,3,4,1,3,"['strong_pacing', 'tight_structure']",['predictable'],4,sad,4,earned,5,4,4,5,1,False,5,5,5,1,5,3,1,1,1,4
Tangled,4,4,5,4,"['plot_twists', 'strong_pacing', 'tight_structure']","['predictable', 'cliche']",4,happy,4,satisfying,4,4,4,5,5,False,5,4,4,3,2,1,1,1,1,3
Zwartboek,3,3,1,3,"['unpredictable', 'plot_twists', 'strong_pacing']",[],3,bittersweet,3,earned,3,3,3,3,3,False,3,3,4,1,1,3,1,1,3,5
